                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    317,                0.27872,                0.49971,                0.22677,                0.93369,                0.83095,                0.89003,                0.70685,                0.30092,                0.46443,                0.23003,              0.0007526,              0.0007526,              0.0007526
                    318,                0.28376,                0.50077,                  0.228,                0.93947,                0.82424,                0.89043,                0.70642,                 0.3009,                0.46526,                0.23005,             0.00074864,             0.00074864,             0.00074864
                    319,                0.27868,                0.51045,                0.22853,                0.93917,                0.82534,                0.89044,                0.70662,                0.30115,                0.46586,                   0.23,             0.00074468,             0.00074468,             0.00074468
                    320,                0.28112,                0.50379,                 0.2282,                0.93364,                0.83063,                0.89061,                0.70692,                0.30153,                0.46625,                0.23016,             0.00074072,             0.00074072,             0.00074072
                    321,                0.27897,                0.48663,                0.22651,                0.93462,                0.83049,                0.89091,                 0.7088,                0.30175,                0.46593,                0.23032,             0.00073676,             0.00073676,             0.00073676
                    322,                0.28449,                0.50376,                  0.228,                0.93435,                0.82928,                0.89097,                0.71013,                0.30175,                0.46492,                0.23032,              0.0007328,              0.0007328,              0.0007328
                    323,                0.28435,                0.49853,                0.22622,                0.93437,                0.82928,                0.89087,                0.71214,                0.30129,                0.46486,                0.23031,             0.00072884,             0.00072884,             0.00072884
                    324,                0.27626,                0.48262,                0.22694,                 0.9311,                0.82943,                0.89014,                0.71203,                 0.3008,                 0.4649,                0.23028,             0.00072488,             0.00072488,             0.00072488
                    325,                0.27332,                0.50345,                0.22643,                0.93184,                0.83235,                0.89055,                 0.7143,                0.30046,                0.46407,                0.23026,             0.00072092,             0.00072092,             0.00072092
                    326,                 0.2714,                0.48656,                0.22562,                0.92918,                 0.8333,                0.89095,                0.71523,                0.29993,                0.46318,                0.23014,             0.00071696,             0.00071696,             0.00071696
                    327,                0.27917,                0.49773,                0.22787,                 0.9306,                0.83387,                0.89064,                0.71569,                0.29921,                0.46277,                0.22993,               0.000713,               0.000713,               0.000713
                    328,                0.28015,                0.50226,                0.22629,                0.93085,                0.83571,                0.89064,                 0.7165,                0.29887,                0.46176,                0.22992,             0.00070904,             0.00070904,             0.00070904
                    329,                0.28251,                0.49394,                0.22737,                0.93096,                0.83414,                  0.892,                0.71778,                0.29863,                 0.4609,                0.22991,             0.00070508,             0.00070508,             0.00070508
                    330,                 0.2769,                0.48983,                0.22734,                0.92831,                0.83295,                 0.8917,                0.71698,                0.29828,                0.46046,                0.22979,             0.00070112,             0.00070112,             0.00070112
                    331,                0.27623,                0.49996,                0.22636,                0.92918,                0.83154,                0.89175,                0.71718,                0.29812,                 0.4598,                0.22975,             0.00069716,             0.00069716,             0.00069716
                    332,                0.26881,                0.47864,                0.22503,                0.92846,                 0.8321,                0.89102,                0.71662,                0.29792,                0.45957,                 0.2297,              0.0006932,              0.0006932,              0.0006932
                    333,                0.26645,                 0.4702,                0.22615,                 0.9278,                0.83135,                0.89054,                0.71678,                0.29791,                0.45989,                0.22976,             0.00068924,             0.00068924,             0.00068924
                    334,                  0.275,                0.49359,                0.22695,                 0.9391,                0.82438,                0.89097,                0.71807,                 0.2979,                0.46002,                0.22979,             0.00068528,             0.00068528,             0.00068528
                    335,                 0.2647,                0.47392,                  0.226,                0.93894,                0.82448,                0.89214,                0.71816,                0.29786,                 0.4595,                0.22979,             0.00068132,             0.00068132,             0.00068132
                    336,                0.27261,                0.48281,                0.22805,                0.93942,                 0.8233,                0.89239,                0.71844,                0.29775,                0.45918,                0.22977,             0.00067736,             0.00067736,             0.00067736
                    337,                0.27315,                0.48055,                0.22537,                0.93096,                0.83003,                0.89305,                0.71762,                0.29761,                0.45917,                0.22968,              0.0006734,              0.0006734,              0.0006734
                    338,                0.27574,                 0.4846,                 0.2287,                0.93086,                0.82937,                0.89329,                0.71752,                0.29762,                0.45937,                0.22968,             0.00066944,             0.00066944,             0.00066944
                    339,                0.27001,                0.47646,                 0.2251,                 0.9311,                0.82937,                0.89387,                0.71686,                 0.2977,                 0.4594,                0.22969,             0.00066548,             0.00066548,             0.00066548
                    340,                0.26511,                0.48547,                0.22606,                0.92969,                0.83027,                0.89418,                0.71751,                0.29736,                 0.4592,                 0.2296,             0.00066152,             0.00066152,             0.00066152
                    341,                0.26712,                0.47995,                0.22648,                0.92954,                0.83186,                0.89478,                0.71745,                0.29687,                 0.4592,                0.22942,             0.00065756,             0.00065756,             0.00065756
                    342,                0.27068,                0.47333,                0.22535,                0.92758,                0.83177,                0.89435,                0.71695,                0.29652,                0.45925,                0.22934,              0.0006536,              0.0006536,              0.0006536
                    343,                0.27218,                0.49051,                0.22616,                0.92804,                0.83194,                0.89501,                0.71674,                0.29624,                0.45872,                0.22921,             0.00064964,             0.00064964,             0.00064964
                    344,                0.26858,                0.47655,                0.22724,                0.92434,                0.83201,                 0.8955,                0.71741,                0.29579,                0.45828,                0.22913,             0.00064568,             0.00064568,             0.00064568
                    345,                0.27483,                0.47468,                0.22524,                0.92458,                0.83144,                0.89542,                0.71686,                 0.2956,                0.45791,                0.22903,             0.00064172,             0.00064172,             0.00064172
                    346,                0.26736,                  0.481,                0.22506,                0.93941,                0.82372,                 0.8968,                0.71705,                0.29534,                0.45746,                  0.229,             0.00063776,             0.00063776,             0.00063776
                    347,                0.26561,                 0.4761,                0.22624,                0.93868,                0.82372,                  0.897,                0.71746,                0.29499,                0.45832,                0.22882,              0.0006338,              0.0006338,              0.0006338
                    348,                0.26208,                0.48002,                0.22561,                0.92564,                0.83102,                0.89587,                0.71834,                0.29468,                0.45833,                0.22868,             0.00062984,             0.00062984,             0.00062984
                    349,                0.26842,                 0.4706,                0.22451,                0.92725,                0.83134,                 0.8982,                0.71911,                0.29441,                0.45835,                0.22861,             0.00062588,             0.00062588,             0.00062588
                    350,                0.26426,                0.46979,                0.22411,                0.93414,                 0.8249,                 0.8968,                0.71914,                0.29402,                0.45784,                0.22845,             0.00062192,             0.00062192,             0.00062192
                    351,                0.26111,                0.46038,                0.22398,                0.92684,                0.83154,                0.89676,                0.71945,                0.29373,                0.45696,                0.22832,             0.00061796,             0.00061796,             0.00061796
                    352,                0.26542,                0.48092,                0.22546,                0.93309,                0.82618,                0.89673,                0.71906,                0.29334,                0.45687,                0.22817,               0.000614,               0.000614,               0.000614
                    353,                0.25995,                0.46462,                 0.2233,                0.93304,                0.82627,                0.89685,                0.71958,                0.29307,                0.45661,                0.22812,             0.00061004,             0.00061004,             0.00061004
                    354,                0.26662,                0.47748,                0.22549,                0.93269,                0.82658,                0.89688,                0.72018,                0.29278,                0.45583,                0.22801,             0.00060608,             0.00060608,             0.00060608
                    355,                0.26305,                0.47103,                0.22484,                0.93548,                0.82616,                 0.8964,                0.72066,                0.29235,                0.45535,                 0.2279,             0.00060212,             0.00060212,             0.00060212
                    356,                0.27081,                0.47955,                0.22436,                0.93786,                0.83152,                0.89637,                0.72228,                0.29205,                0.45427,                0.22783,             0.00059816,             0.00059816,             0.00059816
                    357,                0.26414,                0.46772,                0.22351,                0.93688,                0.83105,                0.89624,                0.72233,                 0.2917,                0.45379,                0.22765,              0.0005942,              0.0005942,              0.0005942
                    358,                0.26159,                0.47001,                0.22541,                0.93762,                0.82987,                0.89629,                0.72233,                0.29138,                0.45417,                0.22752,             0.00059024,             0.00059024,             0.00059024
                    359,                0.25772,                0.46282,                0.22274,                0.93696,                0.83017,                0.89686,                0.72262,                0.29126,                0.45396,                0.22747,             0.00058628,             0.00058628,             0.00058628
                    360,                0.26521,                0.46447,                0.22627,                0.93726,                0.82968,                0.89662,                0.72333,                0.29102,                0.45418,                0.22737,             0.00058232,             0.00058232,             0.00058232
                    361,                0.26448,                 0.4767,                0.22443,                0.93804,                0.82958,                0.89666,                0.72363,                0.29066,                0.45412,                0.22727,             0.00057836,             0.00057836,             0.00057836
                    362,                0.25916,                0.45822,                0.22377,                0.93832,                0.82982,                 0.8966,                0.72423,                0.29041,                0.45383,                0.22718,              0.0005744,              0.0005744,              0.0005744
                    363,                0.26159,                0.46556,                0.22355,                0.93851,                0.82943,                0.89646,                 0.7241,                0.29006,                0.45396,                0.22704,             0.00057044,             0.00057044,             0.00057044
                    364,                0.26123,                0.45299,                0.22409,                 0.9391,                0.82917,                0.89703,                  0.724,                0.28981,                0.45405,                0.22693,             0.00056648,             0.00056648,             0.00056648
                    365,                0.25997,                0.45057,                0.22348,                0.94251,                0.82875,                0.89767,                0.72471,                0.28961,                0.45406,                0.22685,             0.00056252,             0.00056252,             0.00056252
                    366,                 0.2604,                0.46923,                0.22336,                0.93502,                0.82876,                0.89743,                0.72542,                0.28947,                0.45418,                0.22677,             0.00055856,             0.00055856,             0.00055856
                    367,                0.25358,                0.44638,                0.22258,                0.93391,                0.82949,                0.89743,                0.72636,                0.28914,                0.45395,                0.22665,              0.0005546,              0.0005546,              0.0005546
                    368,                0.25845,                0.45979,                0.22448,                0.94052,                0.83096,                0.89753,                0.72583,                0.28881,                0.45411,                0.22653,             0.00055064,             0.00055064,             0.00055064
                    369,                0.25466,                0.44674,                0.22402,                 0.9417,                0.82995,                0.89755,                0.72548,                0.28847,                0.45364,                0.22644,             0.00054668,             0.00054668,             0.00054668
                    370,                0.25657,                0.45807,                0.22331,                0.94233,                0.83003,                0.89738,                0.72547,                0.28839,                0.45349,                0.22642,             0.00054272,             0.00054272,             0.00054272
                    371,                0.25424,                0.45773,                0.22278,                0.94189,                0.82973,                0.89713,                0.72603,                 0.2883,                0.45345,                0.22642,             0.00053876,             0.00053876,             0.00053876
                    372,                0.25227,                0.45732,                0.22147,                0.94201,                0.82963,                0.89712,                0.72558,                 0.2883,                0.45342,                0.22647,              0.0005348,              0.0005348,              0.0005348
                    373,                0.25776,                0.46279,                0.22346,                0.94266,                0.82955,                0.89716,                0.72526,                0.28825,                0.45317,                0.22654,             0.00053084,             0.00053084,             0.00053084
                    374,                 0.2523,                0.45317,                0.22243,                0.94226,                0.82953,                0.89718,                0.72526,                0.28826,                0.45314,                0.22656,             0.00052688,             0.00052688,             0.00052688
                    375,                0.24662,                0.44815,                0.22271,                 0.9273,                  0.841,                0.89724,                0.72527,                0.28816,                0.45304,                0.22654,             0.00052292,             0.00052292,             0.00052292
                    376,                0.25371,                0.45352,                0.22245,                0.92718,                0.84151,                0.89728,                0.72565,                0.28802,                0.45287,                0.22656,             0.00051896,             0.00051896,             0.00051896
                    377,                 0.2502,                0.44773,                0.22294,                0.92359,                0.84595,                0.89736,                 0.7256,                0.28797,                 0.4525,                0.22658,               0.000515,               0.000515,               0.000515
                    378,                0.25429,                0.44807,                0.22294,                0.92286,                0.84604,                0.89726,                0.72556,                 0.2878,                0.45228,                0.22657,             0.00051104,             0.00051104,             0.00051104
                    379,                0.25578,                0.45541,                0.22367,                0.92596,                0.84331,                0.89736,                 0.7249,                0.28772,                0.45238,                0.22658,             0.00050708,             0.00050708,             0.00050708
                    380,                0.24477,                0.43949,                0.22233,                0.92584,                0.84292,                0.89752,                0.72559,                0.28756,                0.45223,                0.22655,             0.00050312,             0.00050312,             0.00050312
                    381,                0.25537,                0.45224,                0.22377,                 0.9298,                0.83923,                0.89757,                0.72582,                0.28749,                0.45194,                0.22654,             0.00049916,             0.00049916,             0.00049916
                    382,                0.24709,                0.44034,                0.22142,                 0.9303,                0.83924,                0.89759,                0.72511,                0.28738,                0.45181,                0.22649,              0.0004952,              0.0004952,              0.0004952
                    383,                0.25581,                0.45606,                0.22351,                0.93118,                 0.8377,                0.89764,                0.72509,                0.28729,                 0.4516,                0.22648,             0.00049124,             0.00049124,             0.00049124
                    384,                0.25786,                0.46205,                0.22342,                0.92978,                0.84082,                0.89756,                0.72596,                0.28737,                0.45165,                0.22648,             0.00048728,             0.00048728,             0.00048728
                    385,                0.25441,                0.44409,                 0.2222,                0.92936,                0.84108,                0.89756,                0.72557,                0.28731,                0.45166,                0.22644,             0.00048332,             0.00048332,             0.00048332
                    386,                0.25455,                0.45784,                0.22295,                0.92959,                0.84101,                0.89791,                0.72604,                0.28716,                0.45173,                0.22641,             0.00047936,             0.00047936,             0.00047936
                    387,                0.25366,                0.44532,                0.22268,                0.92923,                0.84114,                0.89757,                0.72652,                  0.287,                  0.452,                0.22637,              0.0004754,              0.0004754,              0.0004754
                    388,                0.25051,                0.43984,                0.22206,                0.92884,                0.84118,                0.89747,                0.72671,                0.28711,                0.45222,                0.22635,             0.00047144,             0.00047144,             0.00047144
                    389,                0.24567,                0.43554,                 0.2209,                0.92978,                0.84095,                0.89771,                0.72659,                0.28712,                0.45214,                0.22632,             0.00046748,             0.00046748,             0.00046748
                    390,                0.25228,                0.45159,                0.22271,                0.92932,                0.84102,                0.89735,                0.72711,                 0.2871,                 0.4522,                0.22629,             0.00046352,             0.00046352,             0.00046352
                    391,                0.24825,                0.44345,                 0.2227,                0.92891,                0.83942,                0.89694,                0.72704,                0.28703,                0.45196,                0.22626,             0.00045956,             0.00045956,             0.00045956
                    392,                0.25208,                0.45404,                0.22196,                0.92988,                0.84012,                 0.8971,                0.72703,                0.28697,                0.45184,                0.22622,              0.0004556,              0.0004556,              0.0004556
                    393,                0.24471,                0.43793,                0.22043,                0.92983,                0.84013,                 0.8971,                0.72713,                0.28699,                0.45159,                0.22622,             0.00045164,             0.00045164,             0.00045164
                    394,                0.24648,                0.43997,                0.22126,                0.92986,                0.83985,                0.89693,                0.72748,                0.28701,                0.45122,                 0.2262,             0.00044768,             0.00044768,             0.00044768
                    395,                0.25313,                0.44613,                0.22341,                0.92891,                0.83713,                0.89683,                0.72736,                0.28686,                0.45124,                0.22616,             0.00044372,             0.00044372,             0.00044372
                    396,                0.24778,                0.43584,                0.22199,                 0.9283,                0.83673,                0.89646,                 0.7273,                0.28666,                0.45127,                0.22611,             0.00043976,             0.00043976,             0.00043976
                    397,                0.25072,                 0.4387,                0.22158,                0.92804,                0.83686,                0.89643,                0.72704,                0.28647,                0.45113,                0.22603,              0.0004358,              0.0004358,              0.0004358
                    398,                0.24884,                0.43735,                0.22173,                0.93126,                0.83526,                0.89628,                0.72695,                0.28631,                0.45102,                  0.226,             0.00043184,             0.00043184,             0.00043184
                    399,                0.25052,                0.45548,                0.22426,                0.93123,                0.83505,                0.89633,                0.72802,                0.28612,                0.45095,                0.22598,             0.00042788,             0.00042788,             0.00042788
                    400,                0.24415,                0.43165,                0.22175,                0.93126,                0.83486,                0.89625,                0.72792,                0.28595,                0.45108,                0.22594,             0.00042392,             0.00042392,             0.00042392
                    401,                0.24859,                0.45994,                 0.2233,                0.93127,                0.83477,                0.89617,                0.72713,                0.28578,                0.45104,                 0.2259,             0.00041996,             0.00041996,             0.00041996
                    402,                0.24455,                0.43363,                0.22082,                0.93124,                0.83475,                0.89642,                0.72731,                0.28563,                0.45088,                0.22588,               0.000416,               0.000416,               0.000416
                    403,                0.24508,                 0.4359,                0.22134,                0.93156,                0.83462,                0.89641,                  0.727,                0.28551,                0.45086,                0.22586,             0.00041204,             0.00041204,             0.00041204
                    404,                0.23611,                0.42816,                0.21947,                0.93269,                0.83458,                0.89644,                0.72707,                0.28538,                 0.4509,                0.22578,             0.00040808,             0.00040808,             0.00040808
                    405,                0.24775,                0.43829,                0.22143,                0.93143,                0.83568,                0.89645,                0.72709,                0.28532,                0.45047,                0.22578,             0.00040412,             0.00040412,             0.00040412
                    406,                0.24628,                0.43664,                0.22137,                0.93151,                0.83563,                0.89636,                0.72698,                0.28522,                0.45046,                0.22575,             0.00040016,             0.00040016,             0.00040016
                    407,                0.24864,                0.43578,                 0.2212,                0.93151,                0.83542,                0.89616,                0.72635,                0.28516,                0.45049,                0.22572,              0.0003962,              0.0003962,              0.0003962
                    408,                0.24193,                0.43541,                0.22028,                0.93168,                0.83534,                 0.8963,                0.72672,                0.28505,                0.45058,                 0.2257,             0.00039224,             0.00039224,             0.00039224
                    409,                0.23719,                0.42394,                0.22088,                0.93191,                0.83526,                0.89624,                0.72676,                0.28496,                0.45073,                0.22568,             0.00038828,             0.00038828,             0.00038828
                    410,                0.23431,                0.42145,                0.21965,                0.94808,                0.82333,                0.89618,                0.72649,                 0.2849,                0.45061,                0.22566,             0.00038432,             0.00038432,             0.00038432
                    411,                0.23614,                0.42698,                0.21941,                0.94787,                0.82337,                0.89616,                0.72665,                 0.2848,                0.45052,                0.22565,             0.00038036,             0.00038036,             0.00038036
                    412,                0.23548,                0.42964,                0.21966,                0.94911,                0.82289,                0.89589,                0.72618,                 0.2848,                0.45028,                0.22565,              0.0003764,              0.0003764,              0.0003764
                    413,                0.24188,                0.42675,                0.22074,                0.94928,                 0.8228,                0.89632,                0.72618,                0.28471,                0.45014,                0.22562,             0.00037244,             0.00037244,             0.00037244
                    414,                0.23044,                0.41283,                0.21942,                0.94921,                0.82295,                 0.8964,                0.72611,                0.28472,                0.44986,                 0.2256,             0.00036848,             0.00036848,             0.00036848
                    415,                 0.2411,                0.42784,                0.22121,                0.94929,                0.82286,                0.89636,                0.72627,                0.28467,                0.44974,                0.22559,             0.00036452,             0.00036452,             0.00036452
                    416,                0.23994,                0.42382,                0.22049,                 0.9499,                0.82193,                0.89635,                0.72603,                0.28457,                0.44956,                0.22557,             0.00036056,             0.00036056,             0.00036056
                    417,                0.23438,                0.42164,                0.22112,                0.94924,                0.82291,                0.89639,                0.72621,                0.28446,                0.44942,                0.22555,              0.0003566,              0.0003566,              0.0003566
                    418,                0.23915,                 0.4331,                0.22069,                0.94928,                0.82285,                0.89639,                0.72699,                0.28431,                0.44896,                0.22551,             0.00035264,             0.00035264,             0.00035264
                    419,                0.23775,                0.43118,                0.21995,                0.94943,                0.82266,                0.89646,                0.72683,                0.28426,                0.44876,                0.22551,             0.00034868,             0.00034868,             0.00034868
                    420,                0.24239,                0.43519,                 0.2216,                0.94944,                0.82261,                0.89654,                0.72703,                0.28416,                0.44874,                0.22549,             0.00034472,             0.00034472,             0.00034472
                    421,                0.23536,                0.42644,                0.22042,                0.94938,                0.82257,                0.89651,                0.72766,                0.28407,                0.44837,                0.22552,             0.00034076,             0.00034076,             0.00034076
                    422,                0.23836,                0.42717,                0.21984,                0.94944,                0.82244,                0.89644,                0.72762,                0.28406,                0.44834,                0.22555,              0.0003368,              0.0003368,              0.0003368
                    423,                0.23345,                0.42288,                0.21959,                0.94901,                0.82281,                0.89657,                0.72768,                0.28401,                0.44822,                0.22551,             0.00033284,             0.00033284,             0.00033284
                    424,                0.23519,                0.42209,                0.22015,                0.94931,                0.82247,                0.89654,                0.72749,                0.28382,                0.44848,                0.22548,             0.00032888,             0.00032888,             0.00032888
                    425,                0.23592,                0.41914,                0.22075,                0.94879,                0.82295,                0.89664,                0.72752,                0.28366,                0.44867,                0.22546,             0.00032492,             0.00032492,             0.00032492
                    426,                0.23547,                0.41774,                0.21925,                0.94918,                0.82259,                0.89663,                0.72762,                0.28364,                0.44852,                0.22546,             0.00032096,             0.00032096,             0.00032096
                    427,                0.23178,                0.42316,                 0.2196,                0.94919,                0.82258,                0.89681,                0.72759,                0.28357,                0.44861,                0.22545,               0.000317,               0.000317,               0.000317
                    428,                0.22783,                0.41262,                0.22012,                0.94947,                0.82244,                0.89623,                0.72761,                0.28353,                0.44873,                0.22544,             0.00031304,             0.00031304,             0.00031304
                    429,                0.23443,                0.41604,                0.22044,                0.94977,                0.82241,                 0.8962,                0.72751,                0.28345,                0.44869,                0.22543,             0.00030908,             0.00030908,             0.00030908
                    430,                0.23923,                0.42399,                0.21998,                0.94993,                0.82248,                 0.8962,                0.72753,                0.28337,                0.44853,                0.22541,             0.00030512,             0.00030512,             0.00030512
                    431,                0.23874,                0.42913,                0.22185,                0.95006,                0.82252,                0.89622,                 0.7278,                0.28335,                0.44842,                 0.2254,             0.00030116,             0.00030116,             0.00030116
                    432,                0.23812,                0.42419,                0.22049,                0.95006,                0.82253,                0.89615,                0.72762,                0.28334,                 0.4486,                 0.2254,              0.0002972,              0.0002972,              0.0002972
                    433,                0.24016,                0.42625,                0.22083,                0.94997,                0.82245,                0.89623,                0.72756,                0.28336,                0.44878,                0.22539,             0.00029324,             0.00029324,             0.00029324
                    434,                0.23006,                0.41005,                0.21913,                 0.9501,                0.82238,                0.89616,                0.72764,                0.28334,                0.44887,                0.22537,             0.00028928,             0.00028928,             0.00028928
                    435,                0.23971,                0.41148,                0.22007,                0.95006,                0.82236,                0.89613,                0.72746,                0.28324,                 0.4491,                0.22533,             0.00028532,             0.00028532,             0.00028532
                    436,                 0.2278,                  0.406,                0.21871,                0.95071,                0.82267,                0.89604,                 0.7272,                0.28329,                0.44891,                0.22535,             0.00028136,             0.00028136,             0.00028136
                    437,                0.24153,                0.42377,                0.22022,                0.95089,                0.82268,                0.89609,                0.72809,                0.28328,                0.44907,                0.22533,              0.0002774,              0.0002774,              0.0002774
                    438,                0.23354,                0.42134,                  0.221,                0.95092,                0.82271,                0.89608,                0.72815,                0.28331,                0.44916,                0.22534,             0.00027344,             0.00027344,             0.00027344
                    439,                0.22879,                0.41079,                0.21912,                0.95116,                0.82269,                 0.8961,                0.72797,                0.28324,                0.44911,                0.22532,             0.00026948,             0.00026948,             0.00026948
                    440,                0.22892,                0.41283,                 0.2194,                0.95109,                0.82276,                 0.8961,                0.72811,                0.28317,                0.44903,                0.22532,             0.00026552,             0.00026552,             0.00026552
                    441,                0.23324,                0.41379,                0.21905,                0.95115,                0.82253,                0.89613,                0.72799,                0.28317,                0.44917,                0.22531,             0.00026156,             0.00026156,             0.00026156
                    442,                 0.2272,                0.39671,                 0.2183,                0.95183,                0.82146,                0.89614,                0.72809,                0.28311,                0.44917,                0.22528,              0.0002576,              0.0002576,              0.0002576
                    443,                0.23395,                0.41546,                 0.2189,                0.95172,                0.82152,                0.89608,                0.72803,                0.28314,                0.44888,                0.22531,             0.00025364,             0.00025364,             0.00025364
                    444,                0.23446,                0.41685,                0.21904,                 0.9518,                0.82149,                  0.896,                0.72824,                0.28308,                0.44893,                 0.2253,             0.00024968,             0.00024968,             0.00024968
                    445,                0.22661,                0.41399,                0.21778,                0.95175,                0.82152,                0.89597,                0.72794,                0.28305,                0.44912,                0.22529,             0.00024572,             0.00024572,             0.00024572
                    446,                 0.2346,                0.41383,                0.22042,                 0.9519,                0.82152,                0.89596,                0.72816,                0.28296,                0.44927,                0.22528,             0.00024176,             0.00024176,             0.00024176
                    447,                0.22743,                0.39945,                0.21801,                 0.9517,                0.82159,                0.89609,                0.72816,                0.28297,                0.44907,                0.22527,              0.0002378,              0.0002378,              0.0002378
                    448,                0.22913,                0.40834,                 0.2191,                0.95175,                0.82166,                0.89611,                0.72841,                0.28293,                0.44906,                0.22526,             0.00023384,             0.00023384,             0.00023384
                    449,                0.22537,                0.39909,                 0.2184,                0.91832,                0.84309,                0.89605,                 0.7282,                0.28283,                 0.4491,                0.22525,             0.00022988,             0.00022988,             0.00022988
                    450,                0.21874,                0.39464,                0.21933,                0.94837,                 0.8223,                0.89602,                0.72821,                0.28279,                0.44886,                0.22522,             0.00022592,             0.00022592,             0.00022592
                    451,                0.22548,                0.39962,                0.21863,                0.91846,                 0.8431,                0.89597,                0.72872,                0.28272,                0.44886,                0.22522,             0.00022196,             0.00022196,             0.00022196
                    452,                0.22829,                 0.4144,                0.21824,                0.91836,                0.84308,                0.89595,                0.72846,                0.28264,                0.44889,                 0.2252,               0.000218,               0.000218,               0.000218
                    453,                0.22749,                0.40453,                0.21874,                0.94834,                0.82277,                0.89592,                0.72845,                0.28261,                0.44876,                 0.2252,             0.00021404,             0.00021404,             0.00021404
                    454,                0.22739,                0.40347,                0.21801,                0.91797,                0.84382,                0.89589,                0.72855,                0.28253,                0.44889,                0.22515,             0.00021008,             0.00021008,             0.00021008
                    455,                0.21908,                0.40499,                0.21699,                0.91789,                0.84401,                0.89593,                0.72844,                0.28244,                0.44892,                0.22512,             0.00020612,             0.00020612,             0.00020612
                    456,                0.23215,                0.40995,                0.21899,                0.91794,                0.84406,                0.89595,                0.72862,                0.28239,                0.44879,                0.22512,             0.00020216,             0.00020216,             0.00020216
                    457,                0.23052,                0.40634,                0.22038,                0.91794,                0.84408,                0.89595,                0.72866,                0.28233,                0.44871,                0.22512,              0.0001982,              0.0001982,              0.0001982
                    458,                0.22565,                0.39907,                 0.2194,                0.91754,                0.84467,                0.89604,                0.72867,                 0.2823,                0.44859,                0.22512,             0.00019424,             0.00019424,             0.00019424
                    459,                  0.225,                0.40549,                0.21862,                0.91755,                 0.8446,                0.89605,                0.72842,                0.28224,                0.44856,                 0.2251,             0.00019028,             0.00019028,             0.00019028
                    460,                0.22041,                0.40209,                 0.2172,                0.91774,                0.84433,                0.89601,                0.72812,                0.28219,                0.44851,                0.22509,             0.00018632,             0.00018632,             0.00018632
                    461,                0.22493,                0.40023,                0.21837,                0.94786,                 0.8234,                0.89604,                0.72802,                0.28216,                0.44857,                0.22509,             0.00018236,             0.00018236,             0.00018236
                    462,                0.22291,                0.40242,                0.22002,                0.94783,                0.82343,                0.89609,                0.72814,                0.28209,                0.44852,                0.22507,              0.0001784,              0.0001784,              0.0001784
                    463,                0.22572,                0.40363,                0.21972,                0.94839,                0.82398,                0.89608,                0.72819,                0.28202,                 0.4484,                0.22507,             0.00017444,             0.00017444,             0.00017444
                    464,                0.22134,                0.39831,                0.21854,                0.94831,                 0.8241,                0.89614,                0.72773,                  0.282,                0.44847,                0.22507,             0.00017048,             0.00017048,             0.00017048
                    465,                0.21542,                0.39124,                 0.2187,                0.94829,                0.82409,                0.89616,                 0.7277,                0.28198,                0.44853,                0.22506,             0.00016652,             0.00016652,             0.00016652
                    466,                0.23323,                0.40931,                 0.2206,                0.94839,                0.82364,                0.89615,                0.72746,                0.28191,                 0.4485,                0.22505,             0.00016256,             0.00016256,             0.00016256
                    467,                0.21736,                0.39839,                0.21813,                0.94839,                0.82368,                0.89616,                0.72764,                0.28183,                 0.4485,                0.22504,              0.0001586,              0.0001586,              0.0001586
                    468,                0.21856,                 0.3899,                0.21692,                0.94838,                 0.8237,                 0.8962,                0.72792,                0.28192,                0.44816,                0.22505,             0.00015464,             0.00015464,             0.00015464
                    469,                0.22117,                0.39547,                0.21755,                0.94837,                0.82375,                0.89618,                 0.7282,                 0.2818,                0.44826,                0.22503,             0.00015068,             0.00015068,             0.00015068
                    470,                0.22061,                0.39376,                0.21807,                0.94841,                0.82364,                0.89617,                0.72804,                0.28171,                0.44814,                0.22501,             0.00014672,             0.00014672,             0.00014672
                    471,                0.21701,                0.39865,                0.21827,                0.94856,                0.82491,                0.89621,                0.72804,                0.28168,                0.44818,                  0.225,             0.00014276,             0.00014276,             0.00014276
                    472,                 0.2175,                0.38578,                0.21714,                0.94859,                0.82486,                0.89619,                  0.728,                0.28173,                0.44774,                  0.225,              0.0001388,              0.0001388,              0.0001388
                    473,                0.22586,                0.39926,                0.21953,                0.94851,                0.82507,                0.89611,                0.72854,                0.28163,                0.44762,                0.22498,             0.00013484,             0.00013484,             0.00013484
                    474,                0.21598,                0.39207,                0.21736,                0.94866,                0.82443,                0.89609,                 0.7285,                0.28163,                0.44749,                0.22497,             0.00013088,             0.00013088,             0.00013088
                    475,                 0.2248,                0.39974,                0.21966,                 0.9487,                0.82438,                0.89616,                0.72818,                0.28161,                0.44743,                0.22496,             0.00012692,             0.00012692,             0.00012692
                    476,                0.21694,                0.39003,                0.21713,                0.94865,                0.82454,                0.89609,                0.72831,                0.28149,                0.44771,                0.22492,             0.00012296,             0.00012296,             0.00012296
                    477,                0.21756,                0.39327,                0.21897,                0.94872,                0.82421,                 0.8962,                0.72835,                0.28147,                0.44773,                0.22492,               0.000119,               0.000119,               0.000119
